sigla,nombre,creditos,busqueda
ARO105T,Arte Precolombino,10,arte precolombino
ARO106C,Restauración de Obras de Arte,10,restauracion de obras de arte
ARO106D,Dibujo y Observación,10,dibujo y observacion
ARO106E,Escultura en Madera: Carpinteria y Torneria,10,escultura en madera: carpinteria y torneria
ARO106F,Fotografía Contemporánea,10,fotografia contemporanea
ARO106G,Fotoserigrafía,10,fotoserigrafia
ARO106I,Arte y Genero : Trayectos Contemporáneos,10,arte y genero : trayectos contemporaneos
ARO106M,Taller de Video Instalación,10,taller de video instalacion
ARO106P,La Corporalidad en la Pintura,10,la corporalidad en la pintura
ARO106T,Semiotica Visual,10,semiotica visual
ARO107C,Conservación y Restauración de Arte Moderno y Contemporáneo,10,conservacion y restauracion de arte moderno y contemporaneo
ARO107D,Dibujo Analogo y Digital,10,dibujo analogo y digital
ARO107E,Materiales Cotidianos en la Escultura,10,materiales cotidianos en la escultura
ARO107F,Procesos Fotograficos Alternativos,10,procesos fotograficos alternativos
ARO107G,Litografía,10,litografia
ARO107I,"Arte,Paisajes y Geografías Culturales",10,"arte,paisajes y geografias culturales"
ARO107M,Animación Stop Motion,10,animacion stop motion
ARO107P,Acuarela,10,acuarela
ARO107T,Introducción al Arte Latinoamericano,10,introduccion al arte latinoamericano
ARO108C,CMD Conservación Preventiva en Museos,10,cmd conservacion preventiva en museos
ARO108E,"Escultura con Materiales Blandos, Flexibles y Elasticos",10,"escultura con materiales blandos, flexibles y elasticos"
ARO108F,Fotografía Figura Humana,10,fotografia figura humana
ARO108G,Algrafía: Litografía sobre Plancha,10,algrafia: litografia sobre plancha
ARO108I,Representaciones del Genero: Perspectivas Contemporaneas,10,representaciones del genero: perspectivas contemporaneas
ARO108M,Introducción al Modelamiento 3D,10,introduccion al modelamiento 3d
ARO108T,Artes Visuales: Apropiaciones y Citas,10,artes visuales: apropiaciones y citas
ARO109C,CMD Comunidades del Patrimonio: Conservación y Restauración Participativas,10,cmd comunidades del patrimonio: conservacion y restauracion participativas
ARO109E,Moldes Experimentales,10,moldes experimentales
ARO109F,Creación Fotografica y Producción Editorial,10,creacion fotografica y produccion editorial
ARO109G,Papel como Medio de Expresión,10,papel como medio de expresion
ARO109M,Dibujo Vectorial,10,dibujo vectorial
ARO109T,Arte y Espacios Publicos: del Land Art al Net Art,10,arte y espacios publicos: del land art al net art
ARO110C,"CMD Patrimonio, Memoria y Derechos Humanos",10,"cmd patrimonio, memoria y derechos humanos"
ARO110E,Introducción al Modelado Tridimensional,10,introduccion al modelado tridimensional
ARO110F,Fotografía Estenopeica: Camaras y Procesos,10,fotografia estenopeica: camaras y procesos
ARO110G,Libros de Artista,10,libros de artista
ARO110M,Animación Experimental 3D,10,animacion experimental 3d
ARO110T,El Paisaje en las Artes Visuales,10,el paisaje en las artes visuales
ARO111C,CMD Valoración y Conservación de Patrimonio Arqueologico,10,cmd valoracion y conservacion de patrimonio arqueologico
ARO111M,CMD Arte y Fabricación Digital,10,cmd arte y fabricacion digital
ARO111T,Arte y Simbología,10,arte y simbologia
ARO112C,CMD Memoria del Mundo y Conservación de Archivos,10,cmd memoria del mundo y conservacion de archivos
ARO112M,Arte y Video Juegos,10,arte y video juegos
ARO112T,El Arte del Retrato: Desde Rome a las Selfies,10,el arte del retrato: desde rome a las selfies
ARO113M,"Tiempo, Movimiento y Representación",10,"tiempo, movimiento y representacion"
ARO113T,Expresión Artística y Religiosidad,10,expresion artistica y religiosidad
ARO114M,Animación desde las Artes Visuales (ARO114M),10,animacion desde las artes visuales (aro114m)
ARO114T,Artes Visuales en la Obra Cinematografica,10,artes visuales en la obra cinematografica
ARO115M,Animación Japonesa: Una Aproximación a su Arte y Tematicas,10,animacion japonesa: una aproximacion a su arte y tematicas
ARO115T,Introducción al Arte Chileno,10,introduccion al arte chileno
ARO116T,Arte y Política,10,arte y politica
ARO117T,Arte del Siglo XIX en Chile,10,arte del siglo xix en chile
ARO118T,Arte del Siglo XX: 1950-1999,10,arte del siglo xx: 1950-1999
ARO119T,Apreciación del Arte: Modernidad,10,apreciacion del arte: modernidad
ARO120T,Apreciación del Arte: Obras y Artistas,10,apreciacion del arte: obras y artistas
ARO121T,Cristo y Buda en el Arte,10,cristo y buda en el arte
ARO122T,El Mundo De Las Artes Visuales,10,el mundo de las artes visuales
ARO123T,Paisaje en las Artes Visuales,10,paisaje en las artes visuales
ARO124T,Arte Latinoamericano Colonial,10,arte latinoamericano colonial
ARO125T,Introducción al Arte Chileno (ARO125T),10,introduccion al arte chileno (aro125t)
ARO2110,Pintura Paisaje,10,pintura paisaje
ARO2111,Taller de Residencia,12,taller de residencia
ARO2113,Autogestion Artística,8,autogestion artistica
ARO2114,Producción Gestión Cultural,8,produccion gestion cultural
ARO2810,Acuarela (ARO2810),10,acuarela (aro2810)
ARO2812,Taller Experimental de Pintura,8,taller experimental de pintura
ARO2813,Técnicas Pictoricas Especiales,8,tecnicas pictoricas especiales
ARO2830,Litografía (ARO2830),8,litografia (aro2830)
ARO3110,Pintura del Paisaje Urbano,6,pintura del paisaje urbano
ARO3200,Desarrollo de Proyecto en Pintura,8,desarrollo de proyecto en pintura
ARO3210,Realismo Pictorico,10,realismo pictorico
ARO3330,Taller Grabado Metal,8,taller grabado metal
ARO3800,Dibujo de Retratos (ARO3800),10,dibujo de retratos (aro3800)
ARO3802,El Ser Humano Como Tema Creación,8,el ser humano como tema creacion
ARO3803,Taller Dibujo Animación,8,taller dibujo animacion
ARO3810,Pintura del Objeto Actual (ARO3810),8,pintura del objeto actual (aro3810)
ARO3830,Serigrafía (ARO3830),8,serigrafia (aro3830)
ARO3831,Fotografía,8,fotografia
ARO3832,Fotoserigrafía (ARO3832),8,fotoserigrafia (aro3832)
ARO3833,Heliografía,8,heliografia
ARO3834,Historia de la Fotografía,8,historia de la fotografia
ARO3872,Análisis Estilos en Artes Decorativos,8,analisis estilos en artes decorativos
ARO3873,Diagnóstico del Patrimonio Cultural,6,diagnostico del patrimonio cultural
ARO3874,Historia del Vestuario en Chile,6,historia del vestuario en chile
ARO400,Dibujo Figura Humana Práctica General,6,dibujo figura humana practica general
ARO401,"Dibujo Figura Humana, Práctica General II",6,"dibujo figura humana, practica general 2"
ARO4336,Hueco-Grabado en Color,8,hueco-grabado en color
ARO4830,Fotograbado,8,fotograbado
ARO4832,Fotografía II,8,fotografia 2
ARO4835,Taller de Creación Gráfica,8,taller de creacion grafica
ARO7221,Escultura Figura Humana,8,escultura figura humana
ARO7222,Escultura en Ceramica,8,escultura en ceramica
ARO7330,Taller de Multimedios,8,taller de multimedios
ARO7331,Fotografía Color,10,fotografia color
ARO7332,Técnicas Modernas del Huecograbado,8,tecnicas modernas del huecograbado
ARO7334,Linea e Incisión,8,linea e incision
ARO7335,Papel como Medio de Expresión (ARO7335),8,papel como medio de expresion (aro7335)
ARO7336,Técnicas de la Aguatinta,8,tecnicas de la aguatinta
ARO7337,Xilografía Color (ARO7337),8,xilografia color (aro7337)
ARO7338,Grabado en Metal (ARO7338),8,grabado en metal (aro7338)
ARO7339,Fotolitografía Color,6,fotolitografia color
ARO7340,Teoría de la Imagen Fotografica (ARO7340),8,teoria de la imagen fotografica (aro7340)
ARO7341,Semiología Visual,8,semiologia visual
ARO7438,Grabado en Metal Avanzado,8,grabado en metal avanzado
ARO7440,Desarrollo de Proyecto en Grabado,8,desarrollo de proyecto en grabado
ARO7801,Ilustración Cientifica,8,ilustracion cientifica
ARO7802,Gráfica Gestual,8,grafica gestual
ARO7803,Dibujo Ilustración,8,dibujo ilustracion
ARO7804,Seminario de Ilustración,6,seminario de ilustracion
ARO7810,"Materiales, Técnicas y Procedimie",6,"materiales, tecnicas y procedimie"
ARO7820,Desarrollo de Proyectos en Escultura,8,desarrollo de proyectos en escultura
ARO7821,Escultura en Piedra,10,escultura en piedra
ARO7823,Técnicas Mixtas en la Escultura,6,tecnicas mixtas en la escultura
ARO7824,La Malla Como Material Escultorico,8,la malla como material escultorico
ARO7826,Escultura Figura Humana (ARO7826),8,escultura figura humana (aro7826)
ARO7828,La Madera Como Material Escultorico,8,la madera como material escultorico
ARO7829,Escultura en Fierro,8,escultura en fierro
ARO7830,Cine Chileno,5,cine chileno
ARO7871,Conservación de Maderas Policromadas,8,conservacion de maderas policromadas
ARO8110,Materiales Alternativos de la Pintura,6,materiales alternativos de la pintura
ARO8111,Pintura Urbana,10,pintura urbana
ARO8112,La Cita Pictorica,8,la cita pictorica
ARO8113,Taller de Experiencia Creativa,8,taller de experiencia creativa
ARO8114,Práctica y Crítica de Trabajo en Equipo,8,practica y critica de trabajo en equipo
ARO8115,Puesta en Escena,8,puesta en escena
ARO8116,Taller Pintura Mural,8,taller pintura mural
ARO8381,El Color en el Grabado,8,el color en el grabado
ARO8760,Restauración y Conservación de Vidrieras,10,restauracion y conservacion de vidrieras
ARO8770,Conservación de Textiles,8,conservacion de textiles
ARO8771,Conservación de Maderas Policroma,8,conservacion de maderas policroma
ARO8772,Conservación y Restauración de Libros,6,conservacion y restauracion de libros
ARO8773,Conservación Material Arqueologico,8,conservacion material arqueologico
ARO8810,Plastica Oriental I,8,plastica oriental 1
ARO8812,Pintura Escenografica,6,pintura escenografica
ARO8813,Pintura en Soporte Tridimensional (ARO8813),8,pintura en soporte tridimensional (aro8813)
ARO8850,Nociones de Arte y Cultura Post Moderna,6,nociones de arte y cultura post moderna
ARO8851,El Surrealismo: Origen y Trascendencia,6,el surrealismo: origen y trascendencia
ARO8852,En Torno al Objeto y las Instalaciones,8,en torno al objeto y las instalaciones
ARO8853,El Video Como Arte,6,el video como arte
ARO8854,Seminario de Arte Americano,6,seminario de arte americano
ARO8856,Lecturas Guiadas: Grabado y Pintura,6,lecturas guiadas: grabado y pintura
ARO8857,Arte y Empresa,8,arte y empresa
ARO8858,Lenguaje del Cine,6,lenguaje del cine
ARO8868,Expresiones Salvajes y Modernidad,8,expresiones salvajes y modernidad
ARO8870,Conservación Preventiva en Museos I,6,conservacion preventiva en museos 1
ARO8871,Conservación Preventiva en Museos II,6,conservacion preventiva en museos 2
ARO8872,Conservación Preventiva en Museos,8,conservacion preventiva en museos
ARO8874,Tratamiento de Pinturas de Caballetes,8,tratamiento de pinturas de caballetes
ARO8875,Restauración de Pinturas de Caballetes,8,restauracion de pinturas de caballetes
ARO8877,Análisis de Textiles Precolombinos,6,analisis de textiles precolombinos
ARO8878,Conservación y Restauración Obras en Papel I,6,conservacion y restauracion obras en papel 1
ARO8879,Conservación y Restauración Obras en Papel II,6,conservacion y restauracion obras en papel 2
ARO8880,Conservación Material Filmico,8,conservacion material filmico
ARO8881,Conservación de Fotografía,8,conservacion de fotografia
ARO8882,Conservación de Ceramicas,8,conservacion de ceramicas
ARO8883,Arte y Cultura: Una Visión Antropológica,8,arte y cultura: una vision antropologica
ARO8884,Tecnica Tratamiento para la Pintura de Caballetes,5,tecnica tratamiento para la pintura de caballetes
ARO8885,Documentación y Conservación de Textiles y Ceramicos Chilenos,8,documentacion y conservacion de textiles y ceramicos chilenos
ARO8886,Conservación y Restauración de Ceramica,8,conservacion y restauracion de ceramica
ARO8887,Restauración Pintura Mural,10,restauracion pintura mural
ARO8888,Conservación y Restauración de Marcos y Dorados,0,conservacion y restauracion de marcos y dorados
ARO8889,Conservación y Restauración Materiales Sinteticos,0,conservacion y restauracion materiales sinteticos
ARO8899,Animación en Flash,8,animacion en flash
ARO8900,Introducción a la Gráfica Computacional,6,introduccion a la grafica computacional
ARO8901,Computación para la Creación Artística,6,computacion para la creacion artistica
ARO8902,Introducción al Photoshop,6,introduccion al photoshop
ARO8903,Photoshop Nivel Intermedio,6,photoshop nivel intermedio
ARO8904,Video Arte,8,video arte
ARO8905,Espacio,6,espacio
ARO8906,Creación Gráfica Adobe Pagemaker,6,creacion grafica adobe pagemaker
ARO8907,Manipulación Imagenes Adobe Ph 3.0,6,manipulacion imagenes adobe ph 3.0
ARO8908,Manejo Estrategias Creativas Multimedios,6,manejo estrategias creativas multimedios
ARO8909,Animación Gráfica en Director 5,6,animacion grafica en director 5
ARO8910,Ilustración Digital en Free Hand,6,ilustracion digital en free hand
ARO8911,Produc Multimedios en Director,6,produc multimedios en director
ARO8912,Taller de Video,8,taller de video
ARO8913,Pintura Digital,6,pintura digital
ARO8914,Historia del Retrato en Chile,6,historia del retrato en chile
ARO8916,Gráfica Objetual,8,grafica objetual
ARO8917,Creación en Multimedia,8,creacion en multimedia
ARO8918,Investigación Materiales en Escultura,8,investigacion materiales en escultura
ARO8920,Escultura Avanzada Metal,8,escultura avanzada metal
ARO8921,Taller Avanzado de Video Arte,8,taller avanzado de video arte
ARO8922,Taller Dibujo Creación,8,taller dibujo creacion
ARO8923,Pintura Figura Humana,8,pintura figura humana
ARO8924,Proyectos de Arte en Web,8,proyectos de arte en web
ARO8932,Fotografía Digital,10,fotografia digital
ARO8990,Artes Visuales e Imagen Cinematografica,8,artes visuales e imagen cinematografica
ARO8991,Taller Avanzado de Video,8,taller avanzado de video
ARO9001,Conservación y Restauración de Marcos,6,conservacion y restauracion de marcos
ARO9002,Restauración Con Materiales Sinteticos,6,restauracion con materiales sinteticos
ARO9003,Escultura Siglo Veinte,8,escultura siglo veinte
ARO9004,Conservac Materiales en Arte,8,conservac materiales en arte
ARO9005,Práctica Laboratorio en Conservación,8,practica laboratorio en conservacion
ARO9006,Conservación y Documentación,6,conservacion y documentacion
ARO9007,Museología,8,museologia
ARO9008,Escultura en Fibrorresina,8,escultura en fibrorresina
ARO9009,Gestión de Coleccionables,6,gestion de coleccionables
ARO9010,Papel Ceramico,6,papel ceramico
ARO9011,"Percepción, Forma y Composición Gráfica",6,"percepcion, forma y composicion grafica"
ARO9012,Impresión en Ceramica,6,impresion en ceramica
ARO9014,Conservación de Retablos,8,conservacion de retablos
ARP4020,Taller de Expresión de las Artes Visuales Bidimensionales,10,taller de expresion de las artes visuales bidimensionales
ARP4030,Taller de Expresión de las Artes Visuales Tridimensionales,10,taller de expresion de las artes visuales tridimensionales
ARP9008,Escultura Fibrorresina,8,escultura fibrorresina
ARQ2000,Investigación en Artes y Humanidades,10,investigacion en artes y humanidades
ARQ2001,"Patrimonio Material e Inmaterial: Arquitectura, Diseño y Antropología",10,"patrimonio material e inmaterial: arquitectura, diseno y antropologia"
ARQ2002,Espacios (y practicas) del Juego y el Deporte Urbano,10,espacios (y practicas) del juego y el deporte urbano
ARQ2003,Bim para Arquitectura,5,bim para arquitectura
ARQ2004,Del Oficio al Taller. Laboratorios Prácticos para revisitar Nuevas Técnicas de Fabricación,5,del oficio al taller. laboratorios practicos para revisitar nuevas tecnicas de fabricacion
ARQ2005,"Arquitectura y Música: Intersecciones, Concordancias y Disonancias",10,"arquitectura y musica: intersecciones, concordancias y disonancias"
ARQ2006,Del Edificio al Espacio Público: Comprendiendo el Patrimonio Urbano y Arquitectónico en Chile,10,del edificio al espacio publico: comprendiendo el patrimonio urbano y arquitectonico en chile
ARQ2007,Soluciones Basadas en la Naturaleza para Ciudadanias Resilientes,10,soluciones basadas en la naturaleza para ciudadanias resilientes
ARQ2010,"Tu Campus, Nuestro Entorno: El Paisaje Urbano de la UC",10,"tu campus, nuestro entorno: el paisaje urbano de la uc"
ARQ3718,Workshop - Design/Build - Construcción en Madera- Sistemas en Seco,5,workshop - design/build - construccion en madera- sistemas en seco
ARR7750,Ct Historia y Teoría de la Restauración,6,ct historia y teoria de la restauracion
ARR7761,Ct Química Aplicada a la Restauración I,6,ct quimica aplicada a la restauracion 1
ARR7771,Ct Taller Restauración I,20,ct taller restauracion 1
ARR8751,Ct Introducción a la Antropología,6,ct introduccion a la antropologia
ARR8752,Investigación Arqueológica,6,investigacion arqueologica
ARR8762,Ct Química Aplicada a la Restauración II,10,ct quimica aplicada a la restauracion 2
ARR8763,Ct Ciencias Aplicadas Restauración III,6,ct ciencias aplicadas restauracion 3
ARR8772,Ct Taller Restauración II,20,ct taller restauracion 2
ARR8773,Ct Taller Restauración III,20,ct taller restauracion 3
ARR9751,Seminario de Formación Profesional,6,seminario de formacion profesional
ARR9764,Cs Aplicadas a Restauración IV,6,cs aplicadas a restauracion 4
ARR9774,Taller de Restauración IV,30,taller de restauracion 4
ARS3006,Dibujo Figura Humana y Su Ambito,10,dibujo figura humana y su ambito
ARS320C,Tall Avanzado Ceramica y Esmalte,8,tall avanzado ceramica y esmalte
ARS321,Ceramica Modelado,6,ceramica modelado
ARS321C,Ceramica Modelado I,6,ceramica modelado 1
ARS322C,Ceramica Modelado II,6,ceramica modelado 2
ARS3440,Color Avanzado,6,color avanzado
ARS8001,Pintura al Oleo,6,pintura al oleo
ARS8002,Dibujo Paisaje Urbano,6,dibujo paisaje urbano
ARS8358,Ct Taller Avanzado Plastica I,15,ct taller avanzado plastica 1
ARS8359,Ct Taller Figura Humana Expresión I,6,ct taller figura humana expresion 1
ARS8364,Ct Metodología de la Investigación,8,ct metodologia de la investigacion
ARS8365,Ct Historia del Arte II,5,ct historia del arte 2
ARS8368,Ct Taller Avanzado Plastica II,15,ct taller avanzado plastica 2
ARS8475,Ct Historia del Arte III,5,ct historia del arte 3
ARS8478,Ct Taller Avanzado Plastica III,25,ct taller avanzado plastica 3
ARS8484,Ct Memoria de Grado,10,ct memoria de grado
ARS8485,Ct Arte Contemporáneo,5,ct arte contemporaneo
ARS8488,Ct Taller de Grado,35,ct taller de grado
ARS9770,Taller Seminario de Grado de Restauración,35,taller seminario de grado de restauracion
ART001,Dibujo Figura Humana Basico (ART001),10,dibujo figura humana basico (art001)
ART002,Taller Dibujo Figura Humana,8,taller dibujo figura humana
ART003,Taller de Configuración,6,taller de configuracion
ART004,"Espacio, Cuerpo, Lugar",10,"espacio, cuerpo, lugar"
ART005,Color y Pintura Digital,10,color y pintura digital
ART006,Arte en el Espacio Público,10,arte en el espacio publico
ART007,Expresión Artística y Religiosidad (ART007),10,expresion artistica y religiosidad (art007)
ART008,Apreciación Arte Oriental,10,apreciacion arte oriental
ART010,Pintura Figura Humana (ART010),10,pintura figura humana (art010)
ART011,Fotografía I,10,fotografia 1
ART012,Fotografía II (ART012),10,fotografia 2 (art012)
ART013,Escultura en Fierro (ART013),10,escultura en fierro (art013)
ART014,Papel Ceramico (ART014),10,papel ceramico (art014)
ART015,Escultura Figura Humana (ART015),10,escultura figura humana (art015)
ART016,Papel como Medio de Expresión (ART016),10,papel como medio de expresion (art016)
ART017,Taller Avanzado de Video (ART017),10,taller avanzado de video (art017)
ART019,Taller Experimental de Pintura (ART019),10,taller experimental de pintura (art019)
ART020,Taller de Papel Avanzado,10,taller de papel avanzado
ART021,Dibujo de Croquis y Boceto (ART021),10,dibujo de croquis y boceto (art021)
ART023,Taller Dibujo Creación (ART023),10,taller dibujo creacion (art023)
ART024,Xilografía: Grabado en Madera (ART024),10,xilografia: grabado en madera (art024)
ART026,Gráfica Digital,10,grafica digital
ART027,Arte Precolombino (ART027),10,arte precolombino (art027)
ART028,Historia de la Escultura Contemporánea,10,historia de la escultura contemporanea
ART029,Dibujo Figura Humana Avanzada,8,dibujo figura humana avanzada
ART030,Litografía Sobre Plancha (O Algrafía),10,litografia sobre plancha (o algrafia)
ART031,Arte y Simbología (ART031),10,arte y simbologia (art031)
ART0311,Dibujo I (ART0311),10,dibujo 1 (art0311)
ART0312,Dibujo II (ART0312),8,dibujo 2 (art0312)
ART032,Dibujo Paisaje,10,dibujo paisaje
ART0321,Escultura I,10,escultura 1
ART0322,Escultura II,8,escultura 2
ART033,Teoría de la Imagen Fotografica (ART033),10,teoria de la imagen fotografica (art033)
ART0331,Grabado I,10,grabado 1
ART0332,Grabado II,8,grabado 2
ART034,Modernidad: Lo Precolombino y Lo Etnico,10,modernidad: lo precolombino y lo etnico
ART0341,Color,10,color
ART0342,Pintura I,8,pintura 1
ART0343,Pintura II,8,pintura 2
ART035,Desarrollo de Proyectos en Pintura I,10,desarrollo de proyectos en pintura 1
ART0353,Historia del Arte I,10,historia del arte 1
ART0354,Historia del Arte II,10,historia del arte 2
ART036,Desarrollo de Proyectos en Pintura II,10,desarrollo de proyectos en pintura 2
ART037,Conservación Preventiva en Museos (ART037),10,conservacion preventiva en museos (art037)
ART0372,Taller Integral,8,taller integral
ART0373,Taller Producción de Obra I,8,taller produccion de obra 1
ART0374,Taller de Producción de Obra II,10,taller de produccion de obra 2
ART0375,Taller Producción de Obra III,10,taller produccion de obra 3
ART0376,Taller Producción de Obra IV,15,taller produccion de obra 4
ART0377,Taller y Memoria de Grado,20,taller y memoria de grado
ART0378,Taller y Memoria de Grado II,30,taller y memoria de grado 2
ART038,Restauración de Obras de Arte (ART038),10,restauracion de obras de arte (art038)
ART0383,Historia del Arte Chileno,8,historia del arte chileno
ART0384,Arte Contemporáneo,10,arte contemporaneo
ART0385,Problemas del Arte Actual,10,problemas del arte actual
ART0386,Arte Latinoamericano,8,arte latinoamericano
ART0387,Textos de Arte,8,textos de arte
ART039,Desarrollo de Proyectos en Grabado,10,desarrollo de proyectos en grabado
ART040,Xilografía Color (ART040),10,xilografia color (art040)
ART0400,Artes Visuales Hoy,10,artes visuales hoy
ART0401,Práctica y Teoría del Color,10,practica y teoria del color
ART0402,Pensamiento Visual,10,pensamiento visual
ART0403,Dibujo,10,dibujo
ART0404,Artes Mediales,10,artes mediales
ART0405,Taller Inicial,10,taller inicial
ART0406,Introducción a la Historia del Arte,10,introduccion a la historia del arte
ART041,Ceramica y Modelado I,10,ceramica y modelado 1
ART042,Escultura en Madera,10,escultura en madera
ART043,Semiología Visual (ART043),10,semiologia visual (art043)
ART044,Arte y Antropología,10,arte y antropologia
ART045,Materiales Cotidianos en la Escultura (ART045),10,materiales cotidianos en la escultura (art045)
ART046,"Papel Tradicional Hecho a Mano, Producción y Conservación",10,"papel tradicional hecho a mano, produccion y conservacion"
ART047,Fotografía Aplicada,10,fotografia aplicada
ART049,Arte y Patrimonio (ART049),10,arte y patrimonio (art049)
ART050,El Paisaje en las Artes Visuales (ART050),10,el paisaje en las artes visuales (art050)
ART0500,Artes Visuales y Modernidad,10,artes visuales y modernidad
ART0501,Taller Central,10,taller central
ART0505,Teorías de la Imagen,10,teorias de la imagen
ART051,Desarrollo de Proyectos en Xilografía Color,10,desarrollo de proyectos en xilografia color
ART052,Libros de Artista (ART052),10,libros de artista (art052)
ART053,Fotografía de Retrato (ART053),10,fotografia de retrato (art053)
ART054,Taller de Técnicas y Materiales de Encuadernación y Empaste,10,taller de tecnicas y materiales de encuadernacion y empaste
ART055,Litografía II,10,litografia 2
ART056,Desarrollo de Proyectos en Fotografía,10,desarrollo de proyectos en fotografia
ART057,Taller de Expresión Plastica e Inconsciente (ART057),10,taller de expresion plastica e inconsciente (art057)
ART058,Animación Digital a Partir de Fotografía Multiple Simultanea,10,animacion digital a partir de fotografia multiple simultanea
ART059,Procesos Fotograficos Alternativos: Historia y Vanguardia,10,procesos fotograficos alternativos: historia y vanguardia
ART060,Taller de Interactividad y Multimedia,10,taller de interactividad y multimedia
ART0600,Taller de Permanencia I,20,taller de permanencia 1
ART0601,Taller de Permanencia II,20,taller de permanencia 2
ART0602,Seminario de Grado I,20,seminario de grado 1
ART0603,Seminario de Grado II,20,seminario de grado 2
ART0604,Diálogos: Práctica Artística I,10,dialogos: practica artistica 1
ART0605,Diálogos: Práctica Artista II,10,dialogos: practica artista 2
ART0607,Circuitos de Arte,10,circuitos de arte
ART061,"Dibujo, Espacio y Entorno (ART061)",10,"dibujo, espacio y entorno (art061)"
ART062,Fotografía Contemporánea (1960/2010),10,fotografia contemporanea (1960/2010)
ART063,Fotolitografía Color (ART063),10,fotolitografia color (art063)
ART064,Grabado en Metal Avanzado (ART064),10,grabado en metal avanzado (art064)
ART065,Grabado en Metal (ART065),10,grabado en metal (art065)
ART066,Litografía I,10,litografia 1
ART067,El Video Como Arte (ART067),10,el video como arte (art067)
ART068,Formas. Soportes Tridimencionales,10,formas. soportes tridimencionales
ART069,Arte Precolombino (ART069),10,arte precolombino (art069)
ART070,Dibujo y Observación (ART070),10,dibujo y observacion (art070)
ART100C,Comunidades del Patrimonio: Conservación y Restauración Participativas (ART100C),10,comunidades del patrimonio: conservacion y restauracion participativas (art100c)
ART100D,Proyectos de Investigación Gráfica,10,proyectos de investigacion grafica
ART100G,Fotografía Digital Aplicada,10,fotografia digital aplicada
ART100M,Animación Tradicional (ART100M),10,animacion tradicional (art100m)
ART100R,Historia y Teoría de la Restauración,6,historia y teoria de la restauracion
ART100T,Artes Visuales en la Obra Cinematografica (ART100T),10,artes visuales en la obra cinematografica (art100t)
ART101C,Valoración y Conservación de Patrimonio Arqueologico (ART101C),10,valoracion y conservacion de patrimonio arqueologico (art101c)
ART101M,Manipulación Digital de Fotografias,10,manipulacion digital de fotografias
ART101T,Sobrevivir al Consenso: Nuevos Medios Artisticos,10,sobrevivir al consenso: nuevos medios artisticos
ART102C,"Patrimonio, Memoria y Derechos Humanos (ART102C)",10,"patrimonio, memoria y derechos humanos (art102c)"
ART102T,Arte en América Latina Colonial (ART102T),10,arte en america latina colonial (art102t)
ART103C,Memoria del Mundo y Conservación de Archivos (ART103C),10,memoria del mundo y conservacion de archivos (art103c)
ART103M,Introducción a las Artes Mediales (ART103M),10,introduccion a las artes mediales (art103m)
ART103T,Semiotica Visual (ART103T),10,semiotica visual (art103t)
ART104C,Arte y Patrimonio (ART104C),10,arte y patrimonio (art104c)
ART104T,Arte y Espacios Publicos: del Land Art al Net Art (ART104T),10,arte y espacios publicos: del land art al net art (art104t)
ART105C,Restauración de Obras de Arte (ART105C),10,restauracion de obras de arte (art105c)
ART105T,Arte del Siglo XX (ART105T),10,arte del siglo xx (art105t)
ART106C,Conservación Preventiva en Museos (ART106C),10,conservacion preventiva en museos (art106c)
ART106T,Historia del Arte Chileno (ART106T),10,historia del arte chileno (art106t)
ART107T,Introducción al Arte Contemporáneo (ART107T),10,introduccion al arte contemporaneo (art107t)
ART108T,Historia del Arte I (ART108T),10,historia del arte 1 (art108t)
ART109T,Historia del Arte II (ART109T),8,historia del arte 2 (art109t)
ART110T,Artes Visuales: Apropiaciones y Citas (ART110T),10,artes visuales: apropiaciones y citas (art110t)
ART1111,Dibujo I (ART1111),12,dibujo 1 (art1111)
ART1140,Color (ART1140),10,color (art1140)
ART1170,Configuración,10,configuracion
ART1212,Dibujo II (ART1212),8,dibujo 2 (art1212)
ART1221,Escultura I (ART1221),8,escultura 1 (art1221)
ART1231,Grabado I (ART1231),8,grabado 1 (art1231)
ART1241,Pintura I (ART1241),8,pintura 1 (art1241)
ART1251,Historia del Arte I (ART1251),5,historia del arte 1 (art1251)
ART1313,Dibujo III,8,dibujo 3
ART1322,Escultura II (ART1322),8,escultura 2 (art1322)
ART1342,Pintura II (ART1342),8,pintura 2 (art1342)
ART1351,Arte Precolombino (ART1351),5,arte precolombino (art1351)
ART1352,Historia del Arte II (ART1352),6,historia del arte 2 (art1352)
ART1452,Arte Chileno I,6,arte chileno 1
ART1453,Historia del Arte III,6,historia del arte 3
ART1553,Arte Chileno II,6,arte chileno 2
ART1554,Arte Contemporáneo I,6,arte contemporaneo 1
ART1562,Metodología de la Investigación,6,metodologia de la investigacion
ART1655,Arte Contemporáneo II,6,arte contemporaneo 2
ART1871,Memoria de Grado,10,memoria de grado
ART200D,Dibujo Experimental,10,dibujo experimental
ART200E,Sistemas Constructivos,10,sistemas constructivos
ART200F,Fotografía Digital Aplicada (ART200F),10,fotografia digital aplicada (art200f)
ART200G,Imagen Impresa,10,imagen impresa
ART200I,"Arte, Territorio y Paisaje (ART200I)",10,"arte, territorio y paisaje (art200i)"
ART200M,Dispositivos Opticos,10,dispositivos opticos
ART200P,Iniciación a la Práctica de la Pintura,10,iniciacion a la practica de la pintura
